Datacode,Rectype,RecYear,RecMonth,RecDay,Watershed,SoilType,Transect,Pid,Plot,SpeCode,Ab_genus,Ab_species,CoverClass,Comments
PBG01,1,2012,5,14,C03C,f,b,8,4,93,lithos,incis,1,
PBG01,1,2012,5,14,C03C,f,b,8,4,102,oxalis,stric,1,
PBG01,1,2012,5,14,C03C,f,b,8,4,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,b,8,4,109,dalea,purpu,2,
PBG01,1,2012,5,14,C03C,f,b,8,4,111,physal,pumil,1,
PBG01,1,2012,5,14,C03C,f,b,8,4,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,b,8,4,123,packer,platt,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,b,8,4,3,schiza,scopa,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,4,boutel,curti,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,b,8,4,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,52,artemi,ludov,2,
PBG01,1,2012,8,14,C03C,f,b,8,4,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,b,8,4,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,90,lesped,capit,1,
PBG01,1,2012,8,14,C03C,f,b,8,4,121,salvia,azure,2,
PBG01,1,2012,8,14,C03C,f,b,8,4,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,b,8,4,140,vernon,baldw,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,14,dichan,oligo,2,
PBG01,1,2012,5,14,C03C,f,b,8,5,17,poa,prate,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,33,carex,inops,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,34,carex,meadi,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,49,antenn,negle,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,56,asclep,virds,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,93,lithos,incis,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,106,dalea,candi,2,
PBG01,1,2012,5,14,C03C,f,b,8,5,109,dalea,purpu,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,111,physal,pumil,1,
PBG01,1,2012,5,14,C03C,f,b,8,5,135,tragop,dubiu,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,2,androp,gerar,3,
PBG01,1,2012,8,14,C03C,f,b,8,5,3,schiza,scopa,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,40,amorph,canes,3,
PBG01,1,2012,8,14,C03C,f,b,8,5,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,b,8,5,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,90,lesped,capit,1,
PBG01,1,2012,8,14,C03C,f,b,8,5,121,salvia,azure,2,
PBG01,1,2012,8,14,C03C,f,b,8,5,128,solida,misso,6,
PBG01,1,2012,8,14,C03C,f,b,8,5,140,vernon,baldw,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,14,dichan,oligo,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,33,carex,inops,3,
PBG01,1,2012,5,14,C03C,f,c,8,1,34,carex,meadi,2,
PBG01,1,2012,5,14,C03C,f,c,8,1,44,achill,mille,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,103,oxalis,viola,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,120,ruelli,humil,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,123,packer,platt,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,125,sisyri,campe,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,154,comand,umbel,1,
PBG01,1,2012,5,14,C03C,f,c,8,1,519,carex,austr,1,
PBG01,1,2012,8,14,C03C,f,c,8,1,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,c,8,1,3,schiza,scopa,3,
PBG01,1,2012,8,14,C03C,f,c,8,1,4,boutel,curti,2,
PBG01,1,2012,8,14,C03C,f,c,8,1,18,sorgha,nutan,2,
PBG01,1,2012,8,14,C03C,f,c,8,1,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,c,8,1,40,amorph,canes,3,
PBG01,1,2012,8,14,C03C,f,c,8,1,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,c,8,1,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,c,8,1,60,symphy,seric,1,
PBG01,1,2012,8,14,C03C,f,c,8,1,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,c,8,1,121,salvia,azure,2,
PBG01,1,2012,8,14,C03C,f,c,8,1,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,c,8,1,140,vernon,baldw,2,
PBG01,1,2012,8,14,C03C,f,c,8,1,234,rhus,glabr,3,
PBG01,1,2012,5,14,C03C,f,c,8,2,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,14,dichan,oligo,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,32,carex,gravi,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,33,carex,inops,3,
PBG01,1,2012,5,14,C03C,f,c,8,2,34,carex,meadi,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,44,achill,mille,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,70,cirsiu,undul,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,102,oxalis,stric,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,111,physal,pumil,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,c,8,2,134,tragia,beton,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,2,androp,gerar,3,
PBG01,1,2012,8,14,C03C,f,c,8,2,3,schiza,scopa,3,
PBG01,1,2012,8,14,C03C,f,c,8,2,4,boutel,curti,2,
PBG01,1,2012,8,14,C03C,f,c,8,2,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,40,amorph,canes,3,
PBG01,1,2012,8,14,C03C,f,c,8,2,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,c,8,2,59,symphy,oblon,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,90,lesped,capit,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,c,8,2,134,tragia,beton,1,
PBG01,1,2012,8,14,C03C,f,c,8,2,140,vernon,baldw,3,
PBG01,1,2012,8,14,C03C,f,c,8,2,234,rhus,glabr,2,
PBG01,1,2012,5,14,C03C,f,c,8,3,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,14,dichan,oligo,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,31,carex,brevi,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,33,carex,inops,2,
PBG01,1,2012,5,14,C03C,f,c,8,3,34,carex,meadi,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,93,lithos,incis,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,109,dalea,purpu,2,
PBG01,1,2012,5,14,C03C,f,c,8,3,120,ruelli,humil,1,
PBG01,1,2012,5,14,C03C,f,c,8,3,139,verben,stric,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,c,8,3,3,schiza,scopa,3,
PBG01,1,2012,8,14,C03C,f,c,8,3,15,panicu,virga,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,18,sorgha,nutan,2,
PBG01,1,2012,8,14,C03C,f,c,8,3,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,c,8,3,42,rosa,arkan,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,c,8,3,59,symphy,oblon,2,
PBG01,1,2012,8,14,C03C,f,c,8,3,60,symphy,seric,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,90,lesped,capit,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,121,salvia,azure,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,128,solida,misso,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,130,solida,rigid,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,134,tragia,beton,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,139,verben,stric,1,
PBG01,1,2012,8,14,C03C,f,c,8,3,140,vernon,baldw,3,
PBG01,1,2012,5,14,C03C,f,c,8,4,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,14,dichan,oligo,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,33,carex,inops,2,
PBG01,1,2012,5,14,C03C,f,c,8,4,34,carex,meadi,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,66,baptis,bract,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,70,cirsiu,undul,2,
PBG01,1,2012,5,14,C03C,f,c,8,4,77,eriger,strig,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,102,oxalis,stric,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,109,dalea,purpu,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,111,physal,pumil,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,125,sisyri,campe,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,134,tragia,beton,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,152,asclep,virdf,1,
PBG01,1,2012,5,14,C03C,f,c,8,4,517,securi,varia,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,2,androp,gerar,2,
PBG01,1,2012,8,14,C03C,f,c,8,4,3,schiza,scopa,3,
PBG01,1,2012,8,14,C03C,f,c,8,4,7,boutel,dacty,4,
PBG01,1,2012,8,14,C03C,f,c,8,4,15,panicu,virga,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,c,8,4,41,ceanot,herba,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,58,symphy,erico,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,60,symphy,seric,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,121,salvia,azure,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,c,8,4,130,solida,rigid,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,134,tragia,beton,1,
PBG01,1,2012,8,14,C03C,f,c,8,4,140,vernon,baldw,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,14,dichan,oligo,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,31,carex,brevi,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,33,carex,inops,2,
PBG01,1,2012,5,14,C03C,f,c,8,5,34,carex,meadi,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,70,cirsiu,undul,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,77,eriger,strig,2,
PBG01,1,2012,5,14,C03C,f,c,8,5,85,hymeno,scabi,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,109,dalea,purpu,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,111,physal,pumil,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,120,ruelli,humil,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,123,packer,platt,1,
PBG01,1,2012,5,14,C03C,f,c,8,5,125,sisyri,campe,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,2,androp,gerar,3,
PBG01,1,2012,8,14,C03C,f,c,8,5,3,schiza,scopa,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,4,boutel,curti,2,
PBG01,1,2012,8,14,C03C,f,c,8,5,15,panicu,virga,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,c,8,5,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,58,symphy,erico,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,60,symphy,seric,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,90,lesped,capit,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,121,salvia,azure,1,
PBG01,1,2012,8,14,C03C,f,c,8,5,130,solida,rigid,1,
PBG01,1,2012,5,14,C03C,f,d,8,1,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,d,8,1,14,dichan,oligo,2,
PBG01,1,2012,5,14,C03C,f,d,8,1,33,carex,inops,2,
PBG01,1,2012,5,14,C03C,f,d,8,1,34,carex,meadi,2,
PBG01,1,2012,5,14,C03C,f,d,8,1,56,asclep,virds,1,
PBG01,1,2012,5,14,C03C,f,d,8,1,70,cirsiu,undul,1,
PBG01,1,2012,5,14,C03C,f,d,8,1,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,d,8,1,109,dalea,purpu,2,
PBG01,1,2012,5,14,C03C,f,d,8,1,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,d,8,1,125,sisyri,campe,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,d,8,1,3,schiza,scopa,2,
PBG01,1,2012,8,14,C03C,f,d,8,1,4,boutel,curti,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,18,sorgha,nutan,2,
PBG01,1,2012,8,14,C03C,f,d,8,1,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,40,amorph,canes,3,
PBG01,1,2012,8,14,C03C,f,d,8,1,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,d,8,1,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,121,salvia,azure,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,128,solida,misso,1,
PBG01,1,2012,8,14,C03C,f,d,8,1,130,solida,rigid,1,
PBG01,1,2012,5,14,C03C,f,d,8,2,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,d,8,2,14,dichan,oligo,2,
PBG01,1,2012,5,14,C03C,f,d,8,2,17,poa,prate,1,
PBG01,1,2012,5,14,C03C,f,d,8,2,31,carex,brevi,1,
PBG01,1,2012,5,14,C03C,f,d,8,2,33,carex,inops,2,
PBG01,1,2012,5,14,C03C,f,d,8,2,34,carex,meadi,2,
PBG01,1,2012,5,14,C03C,f,d,8,2,49,antenn,negle,1,
PBG01,1,2012,5,14,C03C,f,d,8,2,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,d,8,2,109,dalea,purpu,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,d,8,2,3,schiza,scopa,2,
PBG01,1,2012,8,14,C03C,f,d,8,2,4,boutel,curti,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,18,sorgha,nutan,2,
PBG01,1,2012,8,14,C03C,f,d,8,2,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,d,8,2,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,58,symphy,erico,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,59,symphy,oblon,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,60,symphy,seric,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,d,8,2,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,d,8,2,140,vernon,baldw,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,12,koeler,macra,2,
PBG01,1,2012,5,14,C03C,f,d,8,3,14,dichan,oligo,2,
PBG01,1,2012,5,14,C03C,f,d,8,3,16,dichan,ovale,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,33,carex,inops,3,
PBG01,1,2012,5,14,C03C,f,d,8,3,34,carex,meadi,2,
PBG01,1,2012,5,14,C03C,f,d,8,3,49,antenn,negle,2,
PBG01,1,2012,5,14,C03C,f,d,8,3,66,baptis,bract,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,70,cirsiu,undul,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,77,eriger,strig,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,83,hierac,longi,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,93,lithos,incis,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,109,dalea,purpu,2,
PBG01,1,2012,5,14,C03C,f,d,8,3,118,ratibi,colum,1,
PBG01,1,2012,5,14,C03C,f,d,8,3,125,sisyri,campe,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,2,androp,gerar,3,
PBG01,1,2012,8,14,C03C,f,d,8,3,3,schiza,scopa,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,4,boutel,curti,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,d,8,3,42,rosa,arkan,2,
PBG01,1,2012,8,14,C03C,f,d,8,3,46,ambros,psilo,2,
PBG01,1,2012,8,14,C03C,f,d,8,3,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,d,8,3,59,symphy,oblon,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,121,salvia,azure,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,127,solida,altis,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,d,8,3,130,solida,rigid,1,
PBG01,1,2012,8,14,C03C,f,d,8,3,140,vernon,baldw,1,
PBG01,1,2012,5,14,C03C,f,d,8,4,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,d,8,4,14,dichan,oligo,2,
PBG01,1,2012,5,14,C03C,f,d,8,4,17,poa,prate,1,
PBG01,1,2012,5,14,C03C,f,d,8,4,33,carex,inops,3,
PBG01,1,2012,5,14,C03C,f,d,8,4,34,carex,meadi,2,
PBG01,1,2012,5,14,C03C,f,d,8,4,66,baptis,bract,1,
PBG01,1,2012,5,14,C03C,f,d,8,4,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,d,8,4,109,dalea,purpu,2,
PBG01,1,2012,5,14,C03C,f,d,8,4,118,ratibi,colum,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,d,8,4,3,schiza,scopa,2,
PBG01,1,2012,8,14,C03C,f,d,8,4,4,boutel,curti,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,15,panicu,virga,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,40,amorph,canes,2,
PBG01,1,2012,8,14,C03C,f,d,8,4,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,58,symphy,erico,3,
PBG01,1,2012,8,14,C03C,f,d,8,4,59,symphy,oblon,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,121,salvia,azure,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,128,solida,misso,1,
PBG01,1,2012,8,14,C03C,f,d,8,4,140,vernon,baldw,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,12,koeler,macra,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,14,dichan,oligo,2,
PBG01,1,2012,5,14,C03C,f,d,8,5,31,carex,brevi,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,33,carex,inops,2,
PBG01,1,2012,5,14,C03C,f,d,8,5,34,carex,meadi,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,70,cirsiu,undul,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,106,dalea,candi,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,109,dalea,purpu,1,
PBG01,1,2012,5,14,C03C,f,d,8,5,120,ruelli,humil,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,2,androp,gerar,4,
PBG01,1,2012,8,14,C03C,f,d,8,5,3,schiza,scopa,2,
PBG01,1,2012,8,14,C03C,f,d,8,5,4,boutel,curti,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,15,panicu,virga,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,18,sorgha,nutan,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,21,sporob,compo,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,23,sporob,heter,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,40,amorph,canes,3,
PBG01,1,2012,8,14,C03C,f,d,8,5,42,rosa,arkan,3,
PBG01,1,2012,8,14,C03C,f,d,8,5,46,ambros,psilo,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,58,symphy,erico,2,
PBG01,1,2012,8,14,C03C,f,d,8,5,59,symphy,oblon,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,60,symphy,seric,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,86,bricke,eupat,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,90,lesped,capit,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,121,salvia,azure,2,
PBG01,1,2012,8,14,C03C,f,d,8,5,127,solida,altis,1,
PBG01,1,2012,8,14,C03C,f,d,8,5,128,solida,misso,2,
PBG01,1,2012,8,14,C03C,f,d,8,5,130,solida,rigid,1,
PBG01,1,2012,5,9,C1SB,f,a,8,1,34,carex,meadi,1,
PBG01,1,2012,5,9,C1SB,f,a,8,1,55,asclep,verti,1,
PBG01,1,2012,5,9,C1SB,f,a,8,1,109,dalea,purpu,1,
PBG01,1,2012,5,9,C1SB,f,a,8,1,111,physal,pumil,1,
PBG01,1,2012,5,9,C1SB,f,a,8,1,116,pediom,escul,1,
PBG01,1,2012,5,9,C1SB,f,a,8,1,120,ruelli,humil,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,2,androp,gerar,5,
PBG01,1,2012,8,16,C1SB,f,a,8,1,3,schiza,scopa,3,
PBG01,1,2012,8,16,C1SB,f,a,8,1,4,boutel,curti,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,15,panicu,virga,2,
PBG01,1,2012,8,16,C1SB,f,a,8,1,18,sorgha,nutan,3,
PBG01,1,2012,8,16,C1SB,f,a,8,1,40,amorph,canes,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,41,ceanot,herba,3,
PBG01,1,2012,8,16,C1SB,f,a,8,1,42,rosa,arkan,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,46,ambros,psilo,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,52,artemi,ludov,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,58,symphy,erico,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,86,bricke,eupat,1,
PBG01,1,2012,8,16,C1SB,f,a,8,1,130,solida,rigid,1,
PBG01,1,2012,5,9,C1SB,f,a,8,2,34,carex,meadi,1,
PBG01,1,2012,5,9,C1SB,f,a,8,2,55,asclep,verti,1,
PBG01,1,2012,5,9,C1SB,f,a,8,2,56,asclep,virds,1,
PBG01,1,2012,5,9,C1SB,f,a,8,2,120,ruelli,humil,1,
PBG01,1,2012,5,9,C1SB,f,a,8,2,122,mimosa,quadr,2,
PBG01,1,2012,5,9,C1SB,f,a,8,2,145,desmod,illin,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,2,androp,gerar,5,
PBG01,1,2012,8,16,C1SB,f,a,8,2,3,schiza,scopa,4,
PBG01,1,2012,8,16,C1SB,f,a,8,2,4,boutel,curti,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,15,panicu,virga,3,
PBG01,1,2012,8,16,C1SB,f,a,8,2,18,sorgha,nutan,2,
PBG01,1,2012,8,16,C1SB,f,a,8,2,21,sporob,compo,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,40,amorph,canes,3,
PBG01,1,2012,8,16,C1SB,f,a,8,2,41,ceanot,herba,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,42,rosa,arkan,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,46,ambros,psilo,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,58,symphy,erico,1,
PBG01,1,2012,8,16,C1SB,f,a,8,2,164,cornus,drumm,2,
PBG01,1,2012,5,9,C1SB,f,a,8,3,14,dichan,oligo,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,34,carex,meadi,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,89,lepidi,densi,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,107,dalea,multi,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,109,dalea,purpu,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,111,physal,pumil,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,120,ruelli,humil,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,124,silene,antir,1,
PBG01,1,2012,5,9,C1SB,f,a,8,3,519,carex,austr,1,
PBG01,1,2012,8,16,C1SB,f,a,8,3,2,androp,gerar,3,
PBG01,1,2012,8,16,C1SB,f,a,8,3,3,schiza,scopa,1,
